name,address,resolvedAddress,latitude,longitude,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-12-29,9.6,3.3,6.3,9.6,3.3,6,2.2,75.9,0.114,100,8.33,rain,0,0,20.5,10,10,2.9,0,318.2,1007.4,82.1,15.1,37.7,3.3,2,10,2023-12-29T07:29:32,2023-12-29T17:02:28,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-12-30,9.8,1.9,5.4,8.6,-0.6,4.1,-2.6,57,0,0,0,,0,0,25.9,14,14,6.5,0.4,236.7,1009.9,46.4,16,52,4.5,3,10,2023-12-30T07:29:47,2023-12-30T17:03:12,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2023-12-31,10.4,-1.3,4.9,10.4,-1.9,4.1,-2.9,58.4,0,0,0,,0,0,18.4,17.6,17.6,6.3,0,216.2,1015.7,29.8,16,93.7,8,5,10,2023-12-31T07:29:59,2023-12-31T17:03:57,0.65,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-01,7.1,2.7,5,6.1,0.4,4,-2.9,57.3,0,0,0,,0,0,27.7,9.6,9.6,5.6,0.6,303.6,1017.1,85.4,16,43,3.7,2,10,2024-01-01T07:30:10,2024-01-01T17:04:44,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-02,9.9,1.9,5.3,9.6,1.9,4.9,-4.8,49,0,0,0,,0,0,16.6,6.8,6.8,4.4,1.1,324,1020.2,9.1,16,102.3,8.9,4,10,2024-01-02T07:30:19,2024-01-02T17:05:33,0.72,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-03,7.8,-2.9,2.9,7.8,-2.9,2.7,-4.9,58.1,0,0,0,,0,0,13,6.8,6.8,4,0.9,340.5,1017.3,14.1,16,85.9,7.5,4,10,2024-01-03T07:30:25,2024-01-03T17:06:22,0.75,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-04,7.7,1.1,4.7,6.4,1,4,-5.3,48.9,0.632,100,4.17,rain,0,0,39.7,8.5,8.5,5.3,1.6,339.2,1018.6,61.3,16,28.6,2.4,2,10,2024-01-04T07:30:29,2024-01-04T17:07:14,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-05,6.5,-6,0.7,5.2,-7.2,-0.4,-7.9,53.7,0,0,0,,0,0,16.6,8.3,8.3,5.5,1.7,194.2,1025.9,0,16,97.8,8.5,4,10,2024-01-05T07:30:32,2024-01-05T17:08:06,0.81,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-06,3.2,-0.2,1.5,3.2,-2.6,0.4,-2.6,74.9,24.331,100,50,"rain,snow",0.8,0,27.7,8.1,8.1,4.3,0,9.1,1012.3,73.3,10.7,9.5,1,1,10,2024-01-06T07:30:32,2024-01-06T17:08:59,0.85,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-07,11.5,-1.2,5.1,11.5,-5,4.1,-2.1,63.7,0,0,0,,0,0,33.5,11.2,11.2,6.5,0,283.9,1009.5,72.3,11.3,75,6.4,5,10,2024-01-07T07:30:30,2024-01-07T17:09:54,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-08,9.2,2.4,5.6,8.3,1.3,4.9,-4.2,49.9,0,0,0,,0,0,31.7,7.3,7.3,5,1.8,82.4,1027.7,12.8,16,106.1,9.1,4,10,2024-01-08T07:30:26,2024-01-08T17:10:50,0.91,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-09,11.7,2.2,5.8,11.7,-0.2,4.5,2.8,81.1,73.512,100,66.67,rain,0,0,48.2,19.1,19.1,8.5,2.1,348.9,1007.7,80.5,8.7,4.3,0.4,0,10,2024-01-09T07:30:20,2024-01-09T17:11:47,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-10,10.4,2.6,7.6,10.4,0.7,5.2,-2.3,50.6,0,0,0,,0,0,41,18.9,18.9,14.2,6.4,232.9,998.9,54.7,16,85,7.2,4,10,2024-01-10T07:30:12,2024-01-10T17:12:45,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-11,13.7,0.8,6.6,13.7,-1.9,5.2,-3.5,50.7,0,0,0,,0,0,34.2,11.2,11.2,8.6,4.6,221.6,1012.5,0.6,16,108.3,9.2,5,10,2024-01-11T07:30:02,2024-01-11T17:13:44,0,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-12,11.4,-0.3,6.1,11.4,-2,5,-1.3,61,15.145,100,25,rain,0,0,35.3,11.2,11.2,7.3,3.7,52.9,1013.2,37,14.1,65,5.6,4,10,2024-01-12T07:29:50,2024-01-12T17:14:44,0.04,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-13,9.8,1.6,6.1,7.1,-1.6,3.7,-2.1,59.1,3.14,100,8.33,rain,0,0,46.3,21.4,21.4,12.8,3.7,243.6,1000.4,50.4,12.7,76.6,6.6,4,10,2024-01-13T07:29:36,2024-01-13T17:15:44,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-14,9.8,-0.1,3.6,7.4,-4.1,1.1,-9.7,38.2,0,0,0,,0,0,55.3,21.7,21.7,11.6,4,244.9,1015.1,15.3,16,103.8,9,5,10,2024-01-14T07:29:19,2024-01-14T17:16:46,0.11,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-15,1,-2.3,-1.1,1,-4.2,-1.6,-6.8,68.1,6.796,100,50,"rain,snow",7.2,0.5,13,7.8,7.8,3.2,0.3,29.8,1021.9,100,7.9,21.9,1.8,1,10,2024-01-15T07:29:01,2024-01-15T17:17:48,0.15,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-16,2,-6.4,-1.8,1.5,-9.5,-2.8,-7.9,65.7,1.267,100,41.67,"rain,snow",4.6,2.6,33.5,8.3,8.3,4.8,1.7,342.1,1013.2,59.8,14.7,32.3,2.8,2,10,2024-01-16T07:28:40,2024-01-16T17:18:51,0.18,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-17,-0.8,-9.1,-5.2,-4.3,-13.9,-8.8,-17.5,38.2,0,0,0,,0,0.4,31.7,16.1,16.1,9.5,4,221,1019.9,0,16,117.9,10.2,5,10,2024-01-17T07:28:18,2024-01-17T17:19:54,0.25,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-18,4.3,-6,-0.8,4.3,-10.2,-2.5,-12.4,41.8,0,0,0,,0,0.1,22.3,13.4,13.4,6,1.6,307.2,1019.8,25,16,77.2,6.7,5,10,2024-01-18T07:27:53,2024-01-18T17:20:59,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-19,3.1,-1.7,0.2,2.7,-4.2,-1.1,-7.3,59.4,1.516,100,29.17,"rain,snow",1.6,0.1,38.3,10.4,10.4,5.5,2.1,341.1,1011.3,75.6,12.4,32.8,2.8,2,10,2024-01-19T07:27:27,2024-01-19T17:22:03,0.29,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-20,-1.3,-7.2,-3.7,-4,-10.6,-6.2,-16.4,37.1,0,0,0,,0,0.1,35.4,10.6,10.6,6.6,2.6,309.5,1021.9,27.4,16,102.9,8.9,5,10,2024-01-20T07:26:58,2024-01-20T17:23:09,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-21,2.6,-7.2,-2.8,2,-10.4,-4.8,-15.7,37.3,0,0,0,,0,0.2,33.5,7.8,7.8,5.6,0.9,318.9,1032.5,0,16,122.3,10.5,5,10,2024-01-21T07:26:28,2024-01-21T17:24:14,0.36,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-22,7.1,-8.6,-0.6,5.6,-11.8,-2.3,-11.6,44.5,0,0,0,,0,0.2,25.9,9.5,9.5,6.2,3.1,263.5,1034.8,0,16,114.2,9.9,5,10,2024-01-22T07:25:56,2024-01-22T17:25:20,0.39,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-23,12.1,-2.4,4.6,12.1,-4.2,3.8,-6,47.1,0,0,0,,0,0,16.6,11.9,11.9,4.9,2,282,1031.5,10.5,16,68.5,6,3,10,2024-01-23T07:25:21,2024-01-23T17:26:27,0.43,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-24,10.9,5,7.7,10.9,4.6,7.6,4.3,79.5,1.821,100,25,rain,0,0,29.5,5.6,5.6,3.8,1.2,353.8,1028.6,92.2,8.8,30.2,2.6,1,10,2024-01-24T07:24:45,2024-01-24T17:27:34,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-25,19.8,10.1,16.2,19.8,10.1,16.2,13.8,85.8,2.496,100,41.67,rain,0,0,27.7,14,14,8.9,4.8,210.8,1020,94.2,10.1,29.3,2.4,1,10,2024-01-25T07:24:07,2024-01-25T17:28:41,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-26,26.4,15.2,20.6,26.4,15.2,20.6,12.9,64.9,0.579,100,25,rain,0,0,32.8,12,12,7.6,2.1,223.1,1015.7,38.5,14.5,117.1,10,6,10,2024-01-26T07:23:27,2024-01-26T17:29:48,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-27,17.7,7.5,13.1,17.7,7.5,13.1,7,67.6,7.672,100,20.83,rain,0,0,27.7,11.2,11.2,5,0.6,34.9,1019.6,46.3,15.4,66.6,5.8,3,10,2024-01-27T07:22:46,2024-01-27T17:30:55,0.56,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-28,9.9,6.6,7.8,9.1,5.2,7.2,5.2,83.7,32.248,100,70.83,rain,0,0,31.3,9.2,9.2,4.4,0,41.6,1007.1,100,12.7,28.8,2.5,2,10,2024-01-28T07:22:02,2024-01-28T17:32:03,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-29,12.6,3.9,8.3,12.6,3.9,8.1,-1.4,51.8,0.004,100,4.17,rain,0,0,35.3,9.5,9.5,5.1,2,339.6,1013.2,24.4,16,126.7,11.2,5,10,2024-01-29T07:21:17,2024-01-29T17:33:11,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-30,7.7,-2.3,3.6,7,-2.6,3.3,-2.7,64.2,0,0,0,,0,0,18.4,7.6,7.6,4,0.3,117.6,1019.8,53.2,16,79.8,6.8,3,10,2024-01-30T07:20:30,2024-01-30T17:34:19,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-01-31,8.6,3,4.9,8.6,1.5,4.6,-0.1,70.5,0,0,0,,0,0,14.8,7.1,7.1,3.7,0,37.9,1018.4,95.3,16,57.3,4.9,3,10,2024-01-31T07:19:41,2024-01-31T17:35:27,0.7,Overcast,Cloudy skies throughout the day.,cloudy
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-01,14.7,0.4,7,14.7,-1.6,6.1,-0.8,60.6,0,0,0,,0,0,16.6,11.7,11.7,6.4,1.6,230.6,1016,3.5,15.1,129.2,11.3,5,10,2024-02-01T07:18:51,2024-02-01T17:36:35,0.73,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-02,12.6,7.4,9.8,12.6,7.4,9.6,-0.6,48.4,0,0,0,,0,0,35.3,9.6,9.6,5.8,2.8,320.9,1012.6,65.4,16,59.8,5.1,3,10,2024-02-02T07:17:59,2024-02-02T17:37:43,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-03,12.5,1.3,6.5,12.5,1.3,6.2,-3.7,49.6,0,0,0,,0,0,29.5,7.2,7.2,4.4,1.8,31.9,1017.7,16.6,16,135.8,11.7,5,10,2024-02-03T07:17:06,2024-02-03T17:38:51,0.79,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-04,12.7,-1.9,4.9,12.7,-3.6,4.6,-4.4,53.8,0,0,0,,0,0,7.6,6.8,6.8,4,0,15.3,1015.6,0,16,136.9,11.8,5,10,2024-02-04T07:16:10,2024-02-04T17:39:58,0.83,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-05,13.1,-1.8,5.4,13.1,-3.7,4.9,-4.2,52.9,0,0,0,,0,0,16.6,8,8,4.6,0,32.9,1012.8,0,16,136.5,11.8,5,10,2024-02-05T07:15:14,2024-02-05T17:41:06,0.86,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-06,9.1,-0.6,3.6,8,-2,2.3,-5.8,51.5,0,0,0,,0,0,31.7,10,10,6.5,3.2,28.6,1020,0,16,140.9,12.1,6,10,2024-02-06T07:14:16,2024-02-06T17:42:14,0.89,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-07,12,-3.5,3.9,12,-4.4,3.5,-6.8,48.7,0,0,0,,0,0,11.2,6.9,6.9,4.5,2.6,15.4,1025.3,0,16,141.7,12.3,5,10,2024-02-07T07:13:16,2024-02-07T17:43:21,0.93,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-08,16,-0.9,6.5,16,-3.2,5.8,-4.4,48.7,0,0,0,,0,0,31.7,10,10,6.6,3.8,198.5,1024.3,0,16,113.8,9.9,6,10,2024-02-08T07:12:15,2024-02-08T17:44:28,0.96,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-09,18.7,7.9,12.9,18.7,6.8,12.4,1.3,45.7,0,0,0,,0,0,25.9,14.8,14.8,8.2,4.6,198.1,1017.4,38.7,16,83.2,7.2,5,10,2024-02-09T07:11:12,2024-02-09T17:45:36,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-10,16.5,10.5,13.6,16.5,10.5,13.6,7.3,65.7,0,0,0,,0,0,35.1,16.5,16.5,9.9,5,198.8,1012.7,40.2,16,33.5,2.8,2,10,2024-02-10T07:10:08,2024-02-10T17:46:42,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-11,14.2,9.9,12.4,14.2,9.9,12.4,10.3,87.2,8.348,100,83.33,rain,0,0,18.4,7.1,7.1,4.1,0.9,31,1012.1,100,9.5,22.1,1.8,2,10,2024-02-11T07:09:03,2024-02-11T17:47:49,0.06,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-12,10.6,8.2,9.6,10.6,7.2,9.4,7.6,87.5,6.265,100,62.5,rain,0,0,16.6,8,8,3.4,0,46.2,1009.2,100,4.6,14,1.3,1,10,2024-02-12T07:07:56,2024-02-12T17:48:56,0.09,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-13,10.9,4.1,7.5,10.9,1.4,6.2,-0.7,59.8,19.814,100,41.67,rain,0,0,46.7,10.7,10.7,8.2,3.5,346.1,1004.9,60.3,13.6,128,11,6,10,2024-02-13T07:06:48,2024-02-13T17:50:02,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-14,12.7,2,6.8,12.7,1.4,6.4,-4.1,46.9,0,0,0,,0,0,42.5,9.6,9.6,4.7,1.2,357,1018.9,39.9,16,92.9,8,5,10,2024-02-14T07:05:39,2024-02-14T17:51:08,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-15,13.8,-2.3,6.1,13.8,-3.3,5.4,-2.7,55.3,0,0,0,,0,0,37.8,13.8,13.8,8.3,2.6,230.2,1018.6,1.5,16,143.8,12.4,6,10,2024-02-15T07:04:29,2024-02-15T17:52:13,0.2,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-16,12.7,6.4,9.5,12.7,4.6,9.2,-9.4,26.6,0,0,0,,0,0,35.3,10.5,10.5,5.4,2.6,310.6,1013.1,13.8,16,95,8.2,4,10,2024-02-16T07:03:17,2024-02-16T17:53:19,0.25,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-17,6.1,-2.2,2.8,4.1,-5.3,1.3,-7,52.4,1.819,100,12.5,"rain,snow",0.6,0,41.8,10.6,10.6,6.8,1.6,332.3,1011.5,53.4,15,150.5,13,6,10,2024-02-17T07:02:04,2024-02-17T17:54:24,0.27,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-18,10.9,-2.4,3.6,10.9,-5.9,1.6,-12.1,32.8,0,0,0,,0,0,33.3,13.5,13.5,8.7,5.6,230,1014.7,0,16,141.5,12.1,6,10,2024-02-18T07:00:51,2024-02-18T17:55:28,0.3,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-19,12.1,-1.9,5.5,12.1,-1.9,5,-8.3,37.9,0,0,0,,0,0,13,8.9,8.9,5,1.6,15.5,1020.7,0,16,166.2,14.3,6,10,2024-02-19T06:59:36,2024-02-19T17:56:33,0.33,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-20,11,-3,4.5,11,-3,3.8,-5.7,49.6,0,0,0,,0,0,13,10.6,10.6,5.2,0,42.2,1028.1,0,16,160.3,13.8,6,10,2024-02-20T06:58:20,2024-02-20T17:57:37,0.37,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-21,11.1,-1.9,4.5,11.1,-3.6,3.6,-3.4,58.2,0,0,0,,0,0,27.7,8.5,8.5,5.6,2.6,20.5,1027.1,0,16,163.8,14.2,6,10,2024-02-21T06:57:03,2024-02-21T17:58:41,0.4,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-22,15.5,0.4,6.7,15.5,-1.7,5.4,-1,59.7,0,0,0,,0,0,40.7,9.7,9.7,7.3,4.2,275.3,1012.8,26.5,16,87.1,7.5,5,10,2024-02-22T06:55:45,2024-02-22T17:59:44,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-23,10.9,6.3,9.6,10.9,4.8,9.3,4.5,72.1,3.59,100,20.83,rain,0,0,31.3,11,11,5.6,1.2,196.9,999.8,49.1,12.3,38,3.2,2,10,2024-02-23T06:54:26,2024-02-23T18:00:47,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-24,11,2,7.1,11,2,6.7,1.5,68.8,5.955,100,25,rain,0,0,29.5,7.1,7.1,4.6,1.6,359.8,1006.8,67.5,14.3,55.8,4.8,3,10,2024-02-24T06:53:06,2024-02-24T18:01:50,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-25,9.3,-2,3.4,8,-3.9,2.2,-4.4,58,0,0,0,,0,0,31.7,11.3,11.3,6.5,0.9,209.3,1019.6,0.2,16,167.3,14.6,6,10,2024-02-25T06:51:45,2024-02-25T18:02:53,0.54,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-26,19.2,2,10.3,19.2,0.6,9.7,0.1,51,0,0,0,,0,0,24.1,10,10,7.3,4,184.4,1015.8,23.8,16,118.1,10.4,6,10,2024-02-26T06:50:24,2024-02-26T18:03:55,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-27,14.3,8.1,11.5,14.3,6.8,11,6.5,72.1,5.815,100,29.17,rain,0,0,48.4,17.4,17.4,11,6.8,194.3,1011.9,53.3,14.9,34.6,3,2,10,2024-02-27T06:49:01,2024-02-27T18:04:57,0.61,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-28,18.2,6.5,14.7,18.2,5,14.5,9.1,71.9,5.175,100,25,rain,0,0,59.4,20.4,20.4,12.3,7.5,204.9,1007.2,76.9,14.7,23.3,2,1,10,2024-02-28T06:47:38,2024-02-28T18:05:58,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-02-29,12,1,5.8,12,-0.5,5.1,-11.2,29.3,0,0,0,,0,0,33.6,9.9,9.9,5.8,2.2,308.5,1027.2,0,16,182.7,15.9,7,10,2024-02-29T06:46:14,2024-02-29T18:06:59,0.67,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-03-01,11.6,-1.8,5.3,11.6,-4,4.6,-4.9,51.7,2.162,100,20.83,rain,0,0,35,10.4,10.4,5.8,2.9,31.6,1032.8,41.7,15.6,130.5,11.2,6,10,2024-03-01T06:44:50,2024-03-01T18:08:00,0.71,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-03-02,18.5,6,11,18.5,4.4,10.5,7.1,78.3,19.293,100,45.83,rain,0,0,16.6,7.8,7.8,5.7,1.7,24.4,1021.9,84.1,11,128.1,11.1,7,10,2024-03-02T06:43:25,2024-03-02T18:09:01,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-03-03,17,9.1,12.2,17,9.1,12.2,8.4,78.1,0,0,0,,0,0,13,4.8,4.8,2.6,0,1.2,1022.6,74.6,15.3,58.8,5.1,3,10,2024-03-03T06:41:59,2024-03-03T18:10:01,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-03-04,20.9,8.7,14.3,20.9,8.7,14.3,8,68.8,3.777,100,12.5,rain,0,0,22.3,10.1,10.1,5.6,0.9,62.7,1023.5,74,13.5,132.2,11.3,6,10,2024-03-04T06:40:32,2024-03-04T18:11:01,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-03-05,19.3,11.1,14.3,19.3,11.1,14.3,10.5,78.7,6.182,100,45.83,rain,0,0,32.8,10.4,10.4,6.3,1.7,96.2,1018.1,83.2,11.6,84.6,7.4,4,10,2024-03-05T06:39:05,2024-03-05T18:12:01,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-03-06,14.2,12.1,13.2,14.2,12.1,13.2,11.1,87.1,3.675,100,37.5,rain,0,0,18.4,7,7,4.3,0.9,45.6,1012.1,98.6,13.4,20.8,1.8,1,10,2024-03-06T06:37:38,2024-03-06T18:13:00,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-03-07,20.4,11.4,15.4,20.4,11.4,15.4,8.7,67.3,1.199,100,16.67,rain,0,0,31.4,7.8,7.8,4,0,24.4,1013.4,57.8,14.3,145.4,12.7,7,10,2024-03-07T06:36:09,2024-03-07T18:14:00,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-03-08,16.6,7.7,12.6,16.6,6.7,12.5,5.8,64.4,0,0,0,,0,0,29.5,10,10,6,1.7,115.8,1022.1,56.6,16,138.5,11.9,7,10,2024-03-08T06:34:41,2024-03-08T18:14:58,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
